province,city,latitude,longitude,name,source,page,coordinates,index,crawl_time,provider,address
上海市,上海市,31.2243427,121.5317699,Shanghai Quanhua IDC Data Center,上海-shanghai,1,"31.2243427,121.5317699",24,2025-06-28 21:19:30,China Telecom,"Pan Duo La Cheng Shi Hang Dong Ka Fei Dian, China Information Technology Center, Fushan Road, Pudong Xinqu, Shanghai, China"
上海市,上海市,31.3445366,121.4505657,SHA3 Shanghai Data Center,上海-shanghai,1,"31.3445366,121.4505657",25,2025-06-28 21:19:30,Zenlayer,"534 Hulan Rd, Baoshan, Shanghai, China"
上海市,上海市,31.1781316,121.5141392,Shanghai Yunlian IDC Data Center,上海-shanghai,1,"31.1781316,121.5141392",26,2025-06-28 21:19:30,China Telecom,"Wuming Shengjian (Changli East Road Branch), Pudong Xinqu, Shanghai Shi, China"
上海市,上海市,31.2355377,121.5106818,Shanghai Lujiazui IDC Data Center,上海-shanghai,1,"31.2355377,121.5106818",27,2025-06-28 21:19:30,China Telecom,"Shanghai Information Tower, Lu Jia Zui, Pudong Xinqu, Shanghai Shi, China"
上海市,上海市,31.1835211,121.5365225,Shanghai Beiai IDC Data Center,上海-shanghai,1,"31.1835211,121.5365225",28,2025-06-28 21:19:30,China Telecom,"China Telecom, Surfing Mobile Photo Stores (Xianan Road), Bei'ai Road, Pudong Xinqu, Shanghai Shi, China"
上海市,上海市,31.294949,121.438011,Shanghai North IDC Data Center,上海-shanghai,1,"31.294949,121.438011",29,2025-06-28 21:19:30,China Telecom,"KTB Bearing （Shanghai） Co., Ltd., Jiangchang 3rd Road, Jingan Qu, Shanghai Shi, China"
上海市,上海市,31.266551,121.488522,Shanghai Ouyang Data Center,上海-shanghai,1,"31.266551,121.488522",30,2025-06-28 21:19:30,China Telecom,"Yi Shu Jia Mei Shu Gong Zuo Shi, Franchaise Chain Originality Park Building 1 Block A, Ouyang Road, Hongkou Qu, Shanghai, China"
上海市,上海市,31.3364826,121.6053767,Shanghai Waigaoqiao Data Center,上海-shanghai,1,"31.3364826,121.6053767",31,2025-06-28 21:19:30,China Telecom,"Shanghai Lipu Industries Corporation, 泰谷路 Pudong Xinqu, Shanghai Shi, China"
上海市,上海市,31.24984,121.395555,Shanghai Zhenru IDC Data Center,上海-shanghai,1,"31.24984,121.395555",32,2025-06-28 21:19:30,China Telecom,"Putuo, Shanghai, China"
上海市,上海市,31.165952,121.406291,Shanghai Guilin IDC Data Center,上海-shanghai,1,"31.165952,121.406291",33,2025-06-28 21:19:30,China Telecom,"Inventec Appliances （Shanghai） Electronics Co.,Ltd., Guiqing Road, Xuhui Qu, Shanghai Shi, China"
上海市,上海市,31.248951,121.4830631,Shanghai Haining Data Center,上海-shanghai,1,"31.248951,121.4830631",34,2025-06-28 21:19:30,China Telecom,"Huawei (Jiangxi North Road), Hai Ning Lu, Hongkou Qu, Shanghai Shi, China"
上海市,上海市,31.2160139,121.6326719,Shanghai Zhangdong IDC Data Center,上海-shanghai,1,"31.2160139,121.6326719",35,2025-06-28 21:19:30,China Telecom,"432 Jinqiu Rd, Pudong Xinqu, Shanghai Shi, China, 201205"
